sta_id,sta_time,sta_ph_v,sta_ph_l,sta_do_v,sta_do_l,sta_an_v,sta_an_l,sta_toc_v,sta_toc_l,sta_pp_v,sta_pp_l
219,2015-01-08 12:00:00,8,Ⅰ,8,Ⅰ,3,Ⅱ,6,-,0,Ⅰ
12,2015-01-08 12:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
117,2015-01-08 12:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
216,2015-01-08 12:00:00,7,Ⅰ,8,Ⅰ,0,Ⅰ,0,-,0,Ⅰ
118,2015-01-08 12:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
16,2015-01-08 12:00:00,8,Ⅰ,10,Ⅰ,4,Ⅲ,9999,-,-1,-
18,2015-01-08 12:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
53,2015-01-08 12:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
57,2015-01-08 12:00:00,7,Ⅰ,8,Ⅰ,6,Ⅳ,30,-,0,Ⅱ
60,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,5,Ⅲ,9999,-,1,Ⅳ
61,2015-01-08 12:00:00,6,Ⅰ,9,Ⅰ,0,Ⅰ,5,-,0,Ⅲ
111,2015-01-08 12:00:00,7,Ⅰ,11,Ⅰ,-1,-,9999,-,0,Ⅱ
112,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
113,2015-01-08 12:00:00,8,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
115,2015-01-08 12:00:00,8,Ⅰ,12,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
182,2015-01-08 12:00:00,6,Ⅰ,4,Ⅳ,4,Ⅲ,9999,-,0,Ⅱ
185,2015-01-08 12:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,-1,-
186,2015-01-08 12:00:00,5,劣Ⅴ,7,Ⅱ,1,Ⅰ,9999,-,-1,-
188,2015-01-08 12:00:00,7,Ⅰ,-1,-,3,Ⅱ,9999,-,0,Ⅲ
129,2015-01-08 12:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,9999,-,1,Ⅴ
189,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
133,2015-01-08 12:00:00,6,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
135,2015-01-08 12:00:00,6,Ⅰ,8,Ⅰ,1,Ⅰ,1,-,0,Ⅱ
142,2015-01-08 12:00:00,7,Ⅰ,7,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
56,2015-01-08 12:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
164,2015-01-08 12:00:00,8,Ⅰ,10,Ⅰ,3,Ⅱ,7,-,0,Ⅲ
167,2015-01-08 12:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
175,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,-1,-,9999,-,1,Ⅳ
176,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,-1,-
143,2015-01-08 12:00:00,6,Ⅰ,5,Ⅲ,7,Ⅳ,9999,-,0,Ⅲ
177,2015-01-08 12:00:00,8,Ⅰ,6,Ⅱ,0,Ⅰ,9999,-,0,Ⅰ
178,2015-01-08 12:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅲ
191,2015-01-08 12:00:00,6,Ⅰ,7,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
192,2015-01-08 12:00:00,-1,-,8,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
194,2015-01-08 12:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅱ
195,2015-01-08 12:00:00,7,Ⅰ,7,Ⅰ,3,Ⅱ,9999,-,2,劣Ⅴ
196,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,9,Ⅳ,9999,-,0,Ⅱ
197,2015-01-08 12:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
201,2015-01-08 12:00:00,7,Ⅰ,1,劣Ⅴ,10,Ⅴ,9999,-,16,劣Ⅴ
202,2015-01-08 12:00:00,6,Ⅰ,8,Ⅰ,10,Ⅴ,9999,-,0,Ⅱ
206,2015-01-08 12:00:00,6,Ⅰ,8,Ⅰ,2,Ⅰ,0,-,0,Ⅱ
209,2015-01-08 12:00:00,8,Ⅰ,8,Ⅰ,5,Ⅲ,14,-,0,Ⅱ
210,2015-01-08 12:00:00,9,劣Ⅴ,10,Ⅰ,10,Ⅴ,12,-,0,Ⅰ
214,2015-01-08 12:00:00,7,Ⅰ,5,Ⅲ,0,Ⅰ,0,-,-1,-
124,2015-01-08 12:00:00,8,Ⅰ,9,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
213,2015-01-08 12:00:00,7,Ⅰ,7,Ⅱ,3,Ⅱ,7,-,0,Ⅱ
212,2015-01-08 12:00:00,8,Ⅰ,10,Ⅰ,11,Ⅴ,12,-,-1,-
211,2015-01-08 12:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,1,-,-1,-
126,2015-01-08 12:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
128,2015-01-08 12:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
131,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
149,2015-01-08 12:00:00,7,Ⅰ,14,Ⅰ,3,Ⅱ,3,-,0,Ⅲ
68,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
64,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
62,2015-01-08 12:00:00,6,Ⅰ,6,Ⅱ,7,Ⅳ,9999,-,0,Ⅱ
70,2015-01-08 12:00:00,7,Ⅰ,7,Ⅱ,6,Ⅳ,33,-,1,Ⅳ
79,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
107,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
67,2015-01-08 12:00:00,6,Ⅰ,7,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
78,2015-01-08 12:00:00,7,Ⅰ,9,Ⅰ,4,Ⅲ,5,-,0,Ⅰ
103,2015-01-08 12:00:00,8,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
65,2015-01-08 12:00:00,7,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
80,2015-01-08 12:00:00,7,Ⅰ,9,Ⅰ,5,Ⅲ,9999,-,0,Ⅰ
66,2015-01-08 12:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
156,2015-01-08 12:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,8,-,0,Ⅲ
155,2015-01-08 12:00:00,8,Ⅰ,5,Ⅲ,6,Ⅳ,11,-,1,Ⅲ
154,2015-01-08 12:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
85,2015-01-08 12:00:00,8,Ⅰ,13,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
207,2015-01-08 12:00:00,7,Ⅰ,1,劣Ⅴ,5,Ⅲ,-1,-,0,Ⅱ
8,2015-01-08 12:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
32,2015-01-08 12:00:00,7,Ⅰ,7,Ⅱ,6,Ⅳ,9999,-,0,Ⅱ
75,2015-01-08 12:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
77,2015-01-08 12:00:00,8,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
153,2015-01-08 12:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,3,-,0,Ⅱ
19,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
5,2015-01-08 12:00:00,8,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
141,2015-01-08 12:00:00,6,Ⅰ,3,Ⅳ,6,Ⅳ,9999,-,1,Ⅳ
137,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
74,2015-01-08 12:00:00,8,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
125,2015-01-08 12:00:00,7,Ⅰ,9,Ⅰ,2,Ⅰ,9999,-,0,Ⅰ
159,2015-01-08 12:00:00,8,Ⅰ,2,Ⅴ,2,Ⅰ,-1,-,0,Ⅲ
146,2015-01-08 12:00:00,7,Ⅰ,7,Ⅰ,3,Ⅱ,6,-,0,Ⅱ
81,2015-01-08 12:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
72,2015-01-08 12:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
121,2015-01-08 12:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
116,2015-01-08 12:00:00,7,Ⅰ,13,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
193,2015-01-08 12:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
152,2015-01-08 12:00:00,7,Ⅰ,9,Ⅰ,4,Ⅲ,5,-,0,Ⅰ
83,2015-01-08 12:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,1,Ⅳ
199,2015-01-08 12:00:00,7,Ⅰ,7,Ⅱ,-1,-,9999,-,0,Ⅱ
158,2015-01-08 12:00:00,8,Ⅰ,13,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
58,2015-01-08 12:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
147,2015-01-08 12:00:00,8,Ⅰ,12,Ⅰ,2,Ⅱ,3,-,0,Ⅱ
110,2015-01-08 12:00:00,6,Ⅰ,7,Ⅱ,3,Ⅱ,9999,-,0,Ⅱ
120,2015-01-08 12:00:00,8,Ⅰ,12,Ⅰ,-1,-,-1,-,0,Ⅱ
63,2015-01-08 12:00:00,7,Ⅰ,1,劣Ⅴ,5,Ⅲ,9999,-,4,劣Ⅴ
138,2015-01-08 12:00:00,8,Ⅰ,3,Ⅳ,9999,-,12,-,7,劣Ⅴ
140,2015-01-08 12:00:00,7,Ⅰ,7,Ⅱ,1,Ⅰ,2,-,0,Ⅰ
173,2015-01-08 12:00:00,8,Ⅰ,14,Ⅰ,6,Ⅳ,9999,-,1,Ⅳ
54,2015-01-08 12:00:00,8,Ⅰ,12,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
84,2015-01-08 12:00:00,7,Ⅰ,11,Ⅰ,56,劣Ⅴ,63,-,10,劣Ⅴ
119,2015-01-08 12:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
183,2015-01-08 12:00:00,6,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
161,2015-01-08 12:00:00,7,Ⅰ,4,Ⅳ,5,Ⅲ,6,-,6,劣Ⅴ
184,2015-01-08 12:00:00,6,Ⅰ,8,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
122,2015-01-08 12:00:00,8,Ⅰ,12,Ⅰ,5,Ⅲ,5,-,1,Ⅳ
114,2015-01-08 13:00:00,7,Ⅰ,8,Ⅰ,5,Ⅲ,9999,-,0,Ⅲ
58,2015-01-08 13:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
190,2015-01-08 14:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
162,2015-01-08 14:00:00,7,Ⅰ,13,Ⅰ,0,Ⅰ,6,-,-1,-
159,2015-01-08 14:00:00,8,Ⅰ,16,Ⅰ,10,Ⅴ,9,-,0,Ⅲ
77,2015-01-08 14:00:00,8,Ⅰ,11,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
58,2015-01-08 14:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
182,2015-01-08 14:00:00,7,Ⅰ,4,Ⅳ,3,Ⅱ,9999,-,0,Ⅰ
59,2015-01-08 15:00:00,7,Ⅰ,11,Ⅰ,4,Ⅲ,6,-,1,Ⅳ
58,2015-01-08 15:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
147,2015-01-08 15:00:00,8,Ⅰ,13,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
119,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
97,2015-01-08 16:00:00,7,Ⅰ,6,Ⅱ,8,Ⅳ,7,-,0,Ⅲ
106,2015-01-08 16:00:00,8,Ⅰ,13,Ⅰ,7,Ⅳ,9999,-,0,Ⅲ
108,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
109,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
201,2015-01-08 16:00:00,7,Ⅰ,1,劣Ⅴ,11,Ⅴ,9999,-,16,劣Ⅴ
216,2015-01-08 16:00:00,8,Ⅰ,8,Ⅰ,0,Ⅰ,0,-,0,Ⅰ
213,2015-01-08 16:00:00,6,Ⅰ,6,Ⅱ,4,Ⅲ,7,-,0,Ⅱ
112,2015-01-08 16:00:00,8,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
211,2015-01-08 16:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,1,-,-1,-
210,2015-01-08 16:00:00,9,劣Ⅴ,11,Ⅰ,11,Ⅴ,13,-,0,Ⅰ
219,2015-01-08 16:00:00,8,Ⅰ,8,Ⅰ,3,Ⅱ,6,-,0,Ⅱ
113,2015-01-08 16:00:00,8,Ⅰ,8,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
166,2015-01-08 16:00:00,8,Ⅰ,9,Ⅰ,5,Ⅲ,6,-,0,Ⅱ
135,2015-01-08 16:00:00,6,Ⅰ,7,Ⅱ,2,Ⅱ,2,-,0,Ⅱ
133,2015-01-08 16:00:00,6,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
129,2015-01-08 16:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,1,Ⅴ
126,2015-01-08 16:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
209,2015-01-08 16:00:00,8,Ⅰ,8,Ⅰ,7,Ⅳ,18,-,0,Ⅱ
207,2015-01-08 16:00:00,7,Ⅰ,1,劣Ⅴ,5,Ⅲ,-1,-,0,Ⅰ
206,2015-01-08 16:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,0,-,0,Ⅱ
199,2015-01-08 16:00:00,8,Ⅰ,10,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
197,2015-01-08 16:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
196,2015-01-08 16:00:00,7,Ⅰ,10,Ⅰ,9,Ⅳ,9999,-,0,Ⅰ
195,2015-01-08 16:00:00,7,Ⅰ,6,Ⅱ,3,Ⅱ,9999,-,2,劣Ⅴ
55,2015-01-08 16:00:00,8,Ⅰ,9,Ⅰ,4,Ⅲ,9999,-,1,Ⅴ
194,2015-01-08 16:00:00,7,Ⅰ,6,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
67,2015-01-08 16:00:00,6,Ⅰ,7,Ⅱ,3,Ⅱ,9999,-,0,Ⅱ
146,2015-01-08 16:00:00,7,Ⅰ,7,Ⅰ,2,Ⅱ,4,-,0,Ⅱ
192,2015-01-08 16:00:00,7,Ⅰ,7,Ⅰ,6,Ⅳ,9999,-,0,Ⅰ
79,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
191,2015-01-08 16:00:00,6,Ⅰ,7,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
114,2015-01-08 16:00:00,7,Ⅰ,10,Ⅰ,7,Ⅳ,9999,-,0,Ⅲ
115,2015-01-08 16:00:00,8,Ⅰ,12,Ⅰ,6,Ⅳ,9999,-,1,Ⅳ
116,2015-01-08 16:00:00,7,Ⅰ,13,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
190,2015-01-08 16:00:00,7,Ⅰ,7,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
180,2015-01-08 16:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
182,2015-01-08 16:00:00,6,Ⅰ,4,Ⅳ,3,Ⅱ,9999,-,0,Ⅱ
183,2015-01-08 16:00:00,6,Ⅰ,9,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
147,2015-01-08 16:00:00,8,Ⅰ,14,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
185,2015-01-08 16:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,-1,-
189,2015-01-08 16:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
188,2015-01-08 16:00:00,7,Ⅰ,-1,-,3,Ⅱ,9999,-,0,Ⅱ
177,2015-01-08 16:00:00,8,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
175,2015-01-08 16:00:00,7,Ⅰ,10,Ⅰ,-1,-,9999,-,0,Ⅲ
186,2015-01-08 16:00:00,6,Ⅰ,7,Ⅱ,1,Ⅰ,9999,-,-1,-
141,2015-01-08 16:00:00,6,Ⅰ,3,Ⅳ,6,Ⅳ,9999,-,1,Ⅳ
58,2015-01-08 16:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
187,2015-01-08 16:00:00,7,Ⅰ,7,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
168,2015-01-08 16:00:00,7,Ⅰ,13,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
173,2015-01-08 16:00:00,8,Ⅰ,14,Ⅰ,5,Ⅲ,9999,-,1,Ⅳ
167,2015-01-08 16:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
164,2015-01-08 16:00:00,8,Ⅰ,10,Ⅰ,4,Ⅲ,7,-,1,Ⅳ
142,2015-01-08 16:00:00,7,Ⅰ,7,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
70,2015-01-08 16:00:00,7,Ⅰ,6,Ⅱ,6,Ⅳ,30,-,1,Ⅳ
78,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,5,Ⅲ,6,-,0,Ⅱ
76,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
154,2015-01-08 16:00:00,7,Ⅰ,13,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
77,2015-01-08 16:00:00,8,Ⅰ,11,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
74,2015-01-08 16:00:00,8,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
68,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
81,2015-01-08 16:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
193,2015-01-08 16:00:00,7,Ⅰ,11,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
83,2015-01-08 16:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,1,Ⅳ
12,2015-01-08 16:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
159,2015-01-08 16:00:00,8,Ⅰ,15,Ⅰ,10,Ⅳ,8,-,0,Ⅱ
18,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
123,2015-01-08 16:00:00,6,Ⅰ,7,Ⅰ,3,Ⅱ,2,-,0,Ⅱ
153,2015-01-08 16:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,3,-,0,Ⅱ
124,2015-01-08 16:00:00,8,Ⅰ,9,Ⅰ,7,Ⅳ,9999,-,0,Ⅱ
125,2015-01-08 16:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
184,2015-01-08 16:00:00,6,Ⅰ,7,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
110,2015-01-08 16:00:00,6,Ⅰ,7,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
84,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,56,劣Ⅴ,63,-,10,劣Ⅴ
138,2015-01-08 16:00:00,8,Ⅰ,4,Ⅳ,9999,-,13,-,6,劣Ⅴ
140,2015-01-08 16:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,2,-,0,Ⅰ
152,2015-01-08 16:00:00,8,Ⅰ,14,Ⅰ,5,Ⅲ,6,-,0,Ⅰ
161,2015-01-08 16:00:00,7,Ⅰ,5,Ⅲ,4,Ⅲ,4,-,5,劣Ⅴ
5,2015-01-08 16:00:00,8,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
16,2015-01-08 16:00:00,8,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,-1,-
19,2015-01-08 16:00:00,7,Ⅰ,10,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
54,2015-01-08 16:00:00,8,Ⅰ,12,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
156,2015-01-08 16:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,8,-,0,Ⅲ
155,2015-01-08 16:00:00,8,Ⅰ,5,Ⅲ,5,Ⅲ,10,-,0,Ⅲ
66,2015-01-08 16:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
65,2015-01-08 16:00:00,7,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
120,2015-01-08 16:00:00,8,Ⅰ,13,Ⅰ,-1,-,-1,-,-1,-
162,2015-01-08 16:00:00,7,Ⅰ,11,Ⅰ,0,Ⅰ,4,-,-1,-
64,2015-01-08 16:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
158,2015-01-08 16:00:00,8,Ⅰ,12,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
80,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,-1,-,9999,-,0,Ⅰ
117,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
104,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
105,2015-01-08 16:00:00,8,Ⅰ,15,Ⅰ,6,Ⅳ,9999,-,0,Ⅱ
53,2015-01-08 16:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
56,2015-01-08 16:00:00,7,Ⅰ,8,Ⅰ,-1,-,9999,-,0,Ⅰ
57,2015-01-08 16:00:00,7,Ⅰ,8,Ⅰ,6,Ⅲ,27,-,0,Ⅱ
143,2015-01-08 16:00:00,6,Ⅰ,5,Ⅲ,7,Ⅳ,9999,-,0,Ⅲ
73,2015-01-08 16:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅱ
157,2015-01-08 16:00:00,7,Ⅰ,8,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
72,2015-01-08 16:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
62,2015-01-08 16:00:00,7,Ⅰ,8,Ⅰ,8,Ⅳ,9999,-,0,Ⅱ
60,2015-01-08 16:00:00,7,Ⅰ,10,Ⅰ,5,Ⅲ,9999,-,1,Ⅳ
61,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,0,Ⅰ,4,-,0,Ⅲ
75,2015-01-08 16:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
149,2015-01-08 16:00:00,7,Ⅰ,14,Ⅰ,3,Ⅱ,3,-,0,Ⅲ
8,2015-01-08 16:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
214,2015-01-08 16:00:00,7,Ⅰ,5,Ⅲ,0,Ⅰ,0,-,-1,-
176,2015-01-08 16:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,-1,-
137,2015-01-08 16:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
128,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
85,2015-01-08 16:00:00,8,Ⅰ,13,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
32,2015-01-08 16:00:00,7,Ⅰ,7,Ⅱ,6,Ⅳ,9999,-,0,Ⅱ
121,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
118,2015-01-08 16:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
107,2015-01-08 16:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
103,2015-01-08 16:00:00,8,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
63,2015-01-08 16:00:00,6,Ⅰ,2,Ⅴ,6,Ⅲ,9999,-,3,劣Ⅴ
202,2015-01-08 16:00:00,7,Ⅰ,7,Ⅰ,10,Ⅴ,9999,-,0,Ⅱ
122,2015-01-08 16:00:00,8,Ⅰ,13,Ⅰ,6,Ⅳ,6,-,1,Ⅳ
178,2015-01-08 17:00:00,8,Ⅰ,11,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
58,2015-01-08 17:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
198,2015-01-08 17:00:00,6,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,1,Ⅳ
58,2015-01-08 18:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
77,2015-01-08 18:00:00,8,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
117,2015-01-08 18:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
159,2015-01-08 18:00:00,8,Ⅰ,14,Ⅰ,10,Ⅴ,9,-,0,Ⅱ
5,2015-01-08 19:00:00,8,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
58,2015-01-08 19:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
177,2015-01-08 20:00:00,8,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅰ
175,2015-01-08 20:00:00,7,Ⅰ,10,Ⅰ,-1,-,9999,-,0,Ⅲ
164,2015-01-08 20:00:00,8,Ⅰ,10,Ⅰ,3,Ⅱ,7,-,1,Ⅳ
146,2015-01-08 20:00:00,7,Ⅰ,7,Ⅱ,2,Ⅱ,4,-,0,Ⅱ
142,2015-01-08 20:00:00,8,Ⅰ,7,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
